,song_sample,bird
131,melspectrogram_dataset/dc596ee8-8f31-41cb-b882-cfd18180e585.tif,Acorn Woodpecker
132,melspectrogram_dataset/46bbe36b-ed24-4be1-aeb2-771d626070a6.tif,Acorn Woodpecker
133,melspectrogram_dataset/0e847b24-6a79-4963-8b1b-49ec60a3ed57.tif,Acorn Woodpecker
134,melspectrogram_dataset/264cd797-5c0e-4a86-8e05-03d8613a64af.tif,Acorn Woodpecker
135,melspectrogram_dataset/d9a4c65f-c1d5-45a0-9eac-4dfcdddf4d5c.tif,Acorn Woodpecker
136,melspectrogram_dataset/78636d25-2e58-49a0-8d13-15eceeb0d718.tif,Acorn Woodpecker
137,melspectrogram_dataset/2b0bd253-d0e2-47ec-bf2d-5e89f35628d2.tif,Acorn Woodpecker
138,melspectrogram_dataset/9456b6d7-4e55-48f1-9ac2-1de3eba6dc83.tif,Acorn Woodpecker
139,melspectrogram_dataset/c687bf3d-e12d-4725-9e0a-a12d7f7dd3f4.tif,Acorn Woodpecker
140,melspectrogram_dataset/49340c59-fa51-4e40-80b6-d2f6b0aa8058.tif,Acorn Woodpecker
141,melspectrogram_dataset/f2a230d8-dae3-4480-8cad-9e4ab6493ba7.tif,Acorn Woodpecker
142,melspectrogram_dataset/5e6a082f-1903-480b-aceb-70b9ae447dd8.tif,Acorn Woodpecker
143,melspectrogram_dataset/3158e2b8-bd22-449b-b8b2-17a12543931d.tif,Acorn Woodpecker
144,melspectrogram_dataset/dbb31c80-7cd4-48d4-8377-c5771613d8b7.tif,Acorn Woodpecker
145,melspectrogram_dataset/b747a364-4ee5-4ab2-8219-a2d270c8333d.tif,Acorn Woodpecker
146,melspectrogram_dataset/1297c0f5-043b-4ec6-b43c-10e996d425ae.tif,Acorn Woodpecker
147,melspectrogram_dataset/0e64ada0-1671-4e66-aa5d-6b9e52d82fe9.tif,Acorn Woodpecker
148,melspectrogram_dataset/feeafa66-b6e0-4e09-9e26-0919a72c0391.tif,Acorn Woodpecker
149,melspectrogram_dataset/0957c183-75d5-4096-a264-7eb0e5790a15.tif,Acorn Woodpecker
150,melspectrogram_dataset/0f84453c-6485-4c96-af5b-92ef00a6ab33.tif,Acorn Woodpecker
151,melspectrogram_dataset/461efc09-333d-4b98-93b0-68ddec11e1cb.tif,Acorn Woodpecker
152,melspectrogram_dataset/80b50607-60b6-4fd8-953b-be704ea34306.tif,Acorn Woodpecker
153,melspectrogram_dataset/dd4a9665-afc1-4257-8457-75866d245bc5.tif,Acorn Woodpecker
154,melspectrogram_dataset/3b5e3d66-f89f-4ccb-a59b-2a0755bb8acb.tif,Acorn Woodpecker
155,melspectrogram_dataset/a47e3152-bd71-4910-8616-c57c639121db.tif,American Bushtit
156,melspectrogram_dataset/686b608b-4bdf-478c-97b8-eb706a7d7db7.tif,American Bushtit
157,melspectrogram_dataset/7c617252-490c-4a3c-9413-6f15114eaff9.tif,American Bushtit
158,melspectrogram_dataset/40d461dd-2082-4619-b71d-694fa59e8c01.tif,American Bushtit
159,melspectrogram_dataset/ec3146a7-cd99-4eba-9739-9e9b883f3840.tif,American Bushtit
160,melspectrogram_dataset/029ed413-4d4a-4d56-96bb-89b0940ba461.tif,American Bushtit
161,melspectrogram_dataset/aa14e975-492e-4448-b26a-1f0a95c1d2c8.tif,American Bushtit
162,melspectrogram_dataset/cab4d261-3240-4869-bb45-b4498e3f7417.tif,American Bushtit
163,melspectrogram_dataset/dad15e3d-422a-46c0-b56f-7a46fad282c2.tif,American Bushtit
164,melspectrogram_dataset/de4b1add-b87c-4c76-8d27-f3d61e8fc0ab.tif,American Bushtit
165,melspectrogram_dataset/f940fa4c-3e2b-4706-ac33-34fb05fcf6ca.tif,American Bushtit
166,melspectrogram_dataset/75c39877-7aa3-40f1-8c38-64b4019e6446.tif,American Bushtit
167,melspectrogram_dataset/258a2398-ca06-4666-abcf-b77820eea4ff.tif,American Bushtit
168,melspectrogram_dataset/c861d7a2-f50e-4751-afc7-548fb6e603c8.tif,American Bushtit
169,melspectrogram_dataset/db1f47ed-a0fa-4613-ab68-084c61f0d59b.tif,American Bushtit
170,melspectrogram_dataset/fc708ef7-f1b4-4111-9086-39d1141a528c.tif,American Bushtit
171,melspectrogram_dataset/db42c412-3bff-4664-84a9-c92cfe9a76bd.tif,American Bushtit
172,melspectrogram_dataset/8d41983b-9f1e-402c-9f6b-d5af49d73ec5.tif,American Bushtit
173,melspectrogram_dataset/67c03831-84de-49f6-b4e5-2ac867dcc9c9.tif,American Bushtit
174,melspectrogram_dataset/ec8f278b-ff8c-47f5-9be8-0951a211f1da.tif,American Bushtit
175,melspectrogram_dataset/a5903013-b00a-4d30-baf8-ddd86af94da4.tif,American Bushtit
176,melspectrogram_dataset/65d82d2c-e677-4163-ba4d-e1241f50f19d.tif,American Bushtit
177,melspectrogram_dataset/c00edf05-b015-4857-acec-aef34c71d98c.tif,American Bushtit
178,melspectrogram_dataset/3bff034f-53ca-4be8-beb4-8418280488be.tif,American Bushtit
179,melspectrogram_dataset/b74cb23c-bb11-420c-bae4-381bf94251ba.tif,American Bushtit
180,melspectrogram_dataset/4e91c800-0c87-44a3-bb00-2e410903b734.tif,American Bushtit
181,melspectrogram_dataset/fb469ffe-9cff-4781-86f7-b9014d71ca1e.tif,American Bushtit
182,melspectrogram_dataset/9730e096-0035-4236-b41c-65a2f710676f.tif,American Bushtit
183,melspectrogram_dataset/d93a989f-39f6-4607-b03d-e52cb1943652.tif,American Bushtit
184,melspectrogram_dataset/084dc8c0-26b4-4095-8876-dcb080d79b50.tif,American Bushtit
185,melspectrogram_dataset/5b21f5a0-87a5-492a-8126-9b5e991f3632.tif,American Bushtit
186,melspectrogram_dataset/628ad3fb-7118-4c52-bf27-0ac30f41ef7f.tif,American Bushtit
187,melspectrogram_dataset/338ca3a7-50df-4804-ba93-dfc6ed61d08f.tif,American Bushtit
188,melspectrogram_dataset/25685aa7-c8d9-4349-980f-2300adebd635.tif,American Bushtit
189,melspectrogram_dataset/3625a35b-10a9-4143-9276-ee0c303e3609.tif,American Bushtit
190,melspectrogram_dataset/940ee1c2-a108-4d44-b0b1-9d7997047450.tif,American Bushtit
191,melspectrogram_dataset/97d3cf0c-f097-4897-ab34-a9dafc96cd30.tif,American Bushtit
192,melspectrogram_dataset/b6aa73e9-b9cb-45fb-a6fa-01f7f39ce2c1.tif,American Bushtit
193,melspectrogram_dataset/338e53c1-ad0f-4e34-b1ba-3987169af09a.tif,American Bushtit
194,melspectrogram_dataset/c45cbfd5-5df7-48ed-9a99-239807542ff7.tif,American Bushtit
195,melspectrogram_dataset/0d35020b-c15c-44db-afd8-fe133278bdbf.tif,American Bushtit
196,melspectrogram_dataset/0c208865-320d-4640-a5ef-6d3bd3377c44.tif,American Bushtit
197,melspectrogram_dataset/dbb85cad-6cc2-4109-96b9-555cf288d52c.tif,American Bushtit
198,melspectrogram_dataset/1dd5178f-62ee-4bc6-9645-d7391a6eeb11.tif,American Bushtit
199,melspectrogram_dataset/74e947b3-ab14-48f1-937f-2ce1260ef925.tif,American Bushtit
200,melspectrogram_dataset/b9d33d82-0df7-439e-9e00-1b8f3679e887.tif,American Bushtit
201,melspectrogram_dataset/81ccb735-d589-4f54-82d6-3d8dc7e8c15b.tif,American Bushtit
202,melspectrogram_dataset/3ffdc971-44f7-4890-a191-e246daa35631.tif,American Bushtit
203,melspectrogram_dataset/9c41a4ca-8ac0-4f45-850c-7e139e4a16f3.tif,American Bushtit
204,melspectrogram_dataset/640ad0e3-6afe-4525-8488-d6fb89f84d73.tif,American Bushtit
205,melspectrogram_dataset/ba8f58d6-f87f-4b80-8107-c4abdb396638.tif,American Bushtit
206,melspectrogram_dataset/edc48e1b-6ba8-4ab6-961c-1a0d531a2191.tif,American Bushtit
207,melspectrogram_dataset/48b37d34-d9b6-42c4-80d1-072769638848.tif,American Bushtit
208,melspectrogram_dataset/0e3b6f59-6d26-4121-b898-256e7a3df450.tif,American Bushtit
209,melspectrogram_dataset/19c6993e-06b8-4a45-aa19-74b0145694de.tif,American Bushtit
210,melspectrogram_dataset/d84d217e-c41a-44a4-9d38-cbde3e03692b.tif,American Bushtit
211,melspectrogram_dataset/73405ce5-87a1-4da9-948d-66590a649ab0.tif,American Bushtit
212,melspectrogram_dataset/67c6cfab-8d54-4c94-bfc6-a3664f43056d.tif,American Bushtit
213,melspectrogram_dataset/f574ebe5-a64e-41af-949f-d8473cc464e1.tif,American Bushtit
214,melspectrogram_dataset/68734ea7-df23-43f1-b2b4-f8d24000d706.tif,American Bushtit
215,melspectrogram_dataset/17ca7165-8858-49c7-918a-fa03951a8477.tif,American Bushtit
216,melspectrogram_dataset/c18068af-928f-47be-b24f-a8c8d1bf5a3f.tif,American Bushtit
217,melspectrogram_dataset/2410155e-3b15-4482-8f2b-327ff82f7e4c.tif,American Bushtit
218,melspectrogram_dataset/0d69883b-b408-4288-a75d-1c763c0584be.tif,American Bushtit
219,melspectrogram_dataset/d685911a-d390-4286-8a97-ad4ce0b9c1c1.tif,American Bushtit
220,melspectrogram_dataset/e8a36d55-5bb4-4853-95b2-563d68a779e5.tif,American Bushtit
221,melspectrogram_dataset/1bec6372-4f90-4827-a70f-f19d8a686543.tif,American Bushtit
222,melspectrogram_dataset/1b065cca-8381-46be-9b91-06e2e0844932.tif,American Bushtit
223,melspectrogram_dataset/29fe1f9b-8583-4a3c-afe1-1ef2b1fab234.tif,American Bushtit
224,melspectrogram_dataset/29bdc9c1-0f73-4bad-8c66-cda5dd339de7.tif,American Bushtit
225,melspectrogram_dataset/76e4b8a9-4298-4a1d-98f1-c16ed75aebb2.tif,American Bushtit
226,melspectrogram_dataset/9b40184b-c64a-4522-a93e-00f11bc2044b.tif,American Bushtit
227,melspectrogram_dataset/5a250a4e-0357-4a3a-bfb5-736312ec5f6f.tif,American Bushtit
228,melspectrogram_dataset/68a34e55-0d57-4535-bd70-a5d0646ddec0.tif,American Bushtit
229,melspectrogram_dataset/11a12b42-f96b-481b-a214-d56e2b6a38d8.tif,American Bushtit
230,melspectrogram_dataset/6af29167-e461-4c86-995c-4f94e1a116eb.tif,American Bushtit
231,melspectrogram_dataset/c8131f82-3c31-4efb-94f3-d8d67d34d0ed.tif,American Bushtit
232,melspectrogram_dataset/1f2f4450-9f70-4caf-9b03-82c1f559b436.tif,American Bushtit
233,melspectrogram_dataset/ed682f3a-fa3b-4d23-9d7e-4e23cef58430.tif,American Bushtit
234,melspectrogram_dataset/cdbfd90d-58f7-4740-959a-146b885d61be.tif,American Bushtit
235,melspectrogram_dataset/52e7725e-a2ce-4aab-906c-9979b99b4c67.tif,American Bushtit
236,melspectrogram_dataset/d6eb6184-d9db-4ab8-8160-43d21948df8e.tif,American Bushtit
237,melspectrogram_dataset/17eefb05-0386-439a-a476-583aabee25d0.tif,American Bushtit
238,melspectrogram_dataset/2ae56685-5ee8-44db-90f6-71e616dd6bf6.tif,American Bushtit
239,melspectrogram_dataset/82dc6dcb-3ebf-4ad3-b86d-8bd798f53d4b.tif,American Bushtit
240,melspectrogram_dataset/8fbc536b-830a-40b5-8251-16ef447ece3a.tif,American Bushtit
241,melspectrogram_dataset/713c62c6-9352-422d-b660-644f3860273f.tif,American Bushtit
242,melspectrogram_dataset/020e8c7e-5d9b-456f-936d-81e8f8304a72.tif,American Bushtit
243,melspectrogram_dataset/672899c7-c574-47f7-8c01-c29446fc546b.tif,American Bushtit
244,melspectrogram_dataset/1c7ba07e-07a1-4bdf-96f2-34559f802e52.tif,American Bushtit
245,melspectrogram_dataset/dd086bdb-5b01-46c3-89cf-942a5c64c977.tif,American Bushtit
246,melspectrogram_dataset/eea315be-84d1-48a2-a9b0-6d1e07f3c7e6.tif,American Bushtit
247,melspectrogram_dataset/853096c6-fac2-4e0c-b90a-e8209dbb0e31.tif,American Bushtit
248,melspectrogram_dataset/3488d487-cb18-462f-abaa-3f9baf1b6648.tif,American Bushtit
249,melspectrogram_dataset/88bbb018-b3fa-42a7-a4e9-dea7aa680f6e.tif,American Bushtit
250,melspectrogram_dataset/1cbfa52c-a829-4db1-902d-45505f040468.tif,American Bushtit
251,melspectrogram_dataset/7113a7e3-98aa-4953-8f96-441d363326fe.tif,American Bushtit
252,melspectrogram_dataset/84f1de9c-d7bf-4183-a2cd-8a693a99d31f.tif,American Bushtit
253,melspectrogram_dataset/703672f4-8552-4ae1-abb0-28784c6b8232.tif,American Bushtit
254,melspectrogram_dataset/08c47d76-b7d3-478d-bec8-5fc8ac979269.tif,American Bushtit
255,melspectrogram_dataset/a5b22953-812a-4dcc-9611-891adf92b5cc.tif,American Bushtit
256,melspectrogram_dataset/4ab22085-fa33-42a3-ac49-956bac7f5c6a.tif,American Bushtit
257,melspectrogram_dataset/9d291536-8281-46ee-9478-e16dffc51962.tif,American Bushtit
258,melspectrogram_dataset/184741cd-9191-4eb7-ace2-92211d843f97.tif,American Bushtit
259,melspectrogram_dataset/6bd1acc3-5836-483e-ad68-d14c367581c8.tif,American Bushtit
260,melspectrogram_dataset/347fbf67-93c7-4661-a418-21e689ae5f31.tif,American Bushtit
261,melspectrogram_dataset/8d650853-8992-4a67-8e11-3105a81275ec.tif,American Bushtit
262,melspectrogram_dataset/2ef80499-5919-460a-886e-cf6c3c1f8eef.tif,American Bushtit
263,melspectrogram_dataset/90a96e5c-b7e6-4cc8-81f4-db7e1426eebf.tif,American Bushtit
264,melspectrogram_dataset/3d45bd42-a4b7-4ba9-8794-b34720be26fb.tif,American Bushtit
265,melspectrogram_dataset/e2e1703b-0fb8-493f-9281-8a91181a4ad0.tif,American Bushtit
266,melspectrogram_dataset/68cffa6d-bc90-474d-a72f-8ce309a32e57.tif,American Bushtit
267,melspectrogram_dataset/c2d807ad-244b-4609-a791-ce3dad344d65.tif,American Bushtit
268,melspectrogram_dataset/a31f2ca7-91c3-4259-8ad5-ec693f761d7b.tif,American Bushtit
269,melspectrogram_dataset/70e19e0a-af92-4bca-a178-e74d103dcb22.tif,American Bushtit
270,melspectrogram_dataset/55c58e4f-fc67-4a92-bec5-ee63f88fd4e2.tif,American Bushtit
271,melspectrogram_dataset/82e97264-4da8-4f4b-96ea-0d351c5469ad.tif,American Crow
